,Uniprot Number,Subcellular Location
9382,Q01973    ,Cell Surface
9383,Q01973    ,Cytoplasm
9384,Q01973    ,Stress Fiber
9385,Q01973    ,Axon Terminus
9386,Q01973    ,Integral Component Of Membrane
9387,Q01973    ,Membrane
9388,Q01973    ,Cell Projection
9390,Q01973    ,Axon
9392,Q01973    ,Plasma Membrane
9393,Q01973    ,Integral Component Of Plasma Membrane
9397,Q01973    ,Receptor Complex
9402,Q01974    ,Integral Component Of Membrane
9403,Q01974    ,Integral Component Of Plasma Membrane
9404,Q01974    ,Receptor Complex
9405,Q01974    ,Axon
9407,Q01974    ,Clathrin-Coated Endocytic Vesicle Membrane
9408,Q01974    ,Plasma Membrane
9410,Q01974    ,Neuronal Cell Body
9411,Q01974    ,Dendrite
9412,Q01974    ,Cell Surface
9413,Q01974    ,Microtubule
9414,Q01974    ,Cytoplasm
9416,Q01974    ,Membrane
9419,P08922    ,Plasma Membrane
9420,P08922    ,Membrane
9423,P08922    ,Receptor Complex
9424,P08922    ,Integral Component Of Plasma Membrane
9425,P08922    ,Perinuclear Region Of Cytoplasm
9426,P08922    ,Cell Surface
9428,P08922    ,Integral Component Of Membrane
9430,P34925    ,Plasma Membrane
9431,P34925    ,Nucleus
9432,P34925    ,Integral Component Of Plasma Membrane
9433,P34925    ,Integral Component Of Membrane
9434,P34925    ,Membrane
9435,P34925    ,Cytoplasm
9437,P34925    ,Receptor Complex
9453,P12931    ,Membrane Raft
9454,P12931    ,Perinuclear Region Of Cytoplasm
9455,P12931    ,Extracellular Exosome
9457,P12931    ,Caveola
9458,P12931    ,Plasma Membrane
9459,P12931    ,Cytosol
9460,P12931    ,Late Endosome
9461,P12931    ,Lysosome
9462,P12931    ,Mitochondrial Inner Membrane
9463,P12931    ,Mitochondrion
9464,P12931    ,Cytoplasm
9592,P12931    ,Cell Junction
9596,P12931    ,Ruffle Membrane
9599,P12931    ,Actin Filament
9600,P12931    ,Cytoskeleton
9603,P12931    ,Nucleus
9604,P12931    ,Podosome
9605,P12931    ,Postsynaptic Specialization
9606,P12931    ,Intracellular Component
9607,P12931    ,Glutamatergic Synapse
9608,P12931    ,Neuron Projection
9609,P12931    ,Membrane
9610,P12931    ,Postsynaptic Density
9625,Q9H3Y6    ,Cytoplasm
9629,Q9H3Y6    ,Cytosol
9631,Q6J9G0    ,Plasma Membrane
9632,Q6J9G0    ,Integral Component Of Membrane
9633,Q6J9G0    ,Membrane
9636,P43405    ,Early Phagosome
9637,P43405    ,Cytosol
9638,P43405    ,Plasma Membrane
9687,P43405    ,T Cell Receptor Complex
9688,P43405    ,Protein-Containing Complex
9689,P43405    ,Cytoplasm
9690,P43405    ,Nucleus
9693,P43405    ,B Cell Receptor Complex
9697,P43405    ,Membrane
9701,P42680    ,Cytoskeleton
9703,P42680    ,Cytosol
9708,P42680    ,Plasma Membrane
9709,P42680    ,Membrane
9711,P42680    ,Cytoplasm
9717,Q02763    ,Plasma Membrane
9718,Q02763    ,Membrane
9719,Q02763    ,Extracellular Region
9720,Q02763    ,Cell Junction
9721,Q02763    ,Cytoplasm
9722,Q02763    ,Cytoskeleton
9723,Q02763    ,Integral Component Of Membrane
9727,Q02763    ,Focal Adhesion
9729,Q02763    ,Integral Component Of Plasma Membrane
9730,Q02763    ,Membrane Raft
9731,Q02763    ,Apical Plasma Membrane
9732,Q02763    ,Basolateral Plasma Membrane
9733,Q02763    ,Cell Surface
9734,Q02763    ,Basal Plasma Membrane
9735,Q02763    ,Cell-Cell Junction
9736,Q02763    ,Microvillus
9738,Q02763    ,Actin Filament
9739,Q02763    ,Stress Fiber
9740,Q02763    ,Receptor Complex
9756,Q02763    ,Centriolar Satellite
9760,P35590    ,Integral Component Of Plasma Membrane
9761,P35590    ,Receptor Complex
9763,P35590    ,Plasma Membrane
9764,P35590    ,Integral Component Of Membrane
9767,P35590    ,Membrane
9769,Q13470    ,Membrane
9770,Q13470    ,Cytoplasm
9771,Q13470    ,Cytosol
9777,Q07912    ,Nucleus
9779,Q07912    ,Clathrin-Coated Vesicle
9780,Q07912    ,Clathrin-Coated Pit
9781,Q07912    ,Plasma Membrane
9782,Q07912    ,Cytoplasmic Vesicle Membrane
9783,Q07912    ,Adherens Junction
9784,Q07912    ,Perinuclear Region Of Cytoplasm
9785,Q07912    ,Endosome
9786,Q07912    ,Cytoophidium
9787,Q07912    ,Membrane
9793,Q07912    ,Cytoplasm
9797,Q07912    ,Cytoplasmic Vesicle
9800,Q07912    ,Cell Junction
9803,P42681    ,Cytoplasm
9804,P42681    ,Nucleus
9809,P42681    ,Plasma Membrane
9810,P42681    ,Membrane
9815,P29597    ,Extracellular Exosome
9816,P29597    ,Cytoplasm
9817,P29597    ,Nucleus
9818,P29597    ,Cytosol
9882,P29597    ,Cytoskeleton
9883,P29597    ,Membrane
9885,Q06418    ,Plasma Membrane
9886,Q06418    ,Integral Component Of Membrane
9887,Q06418    ,Membrane
9889,Q06418    ,Cell Surface
9890,Q06418    ,Integral Component Of Plasma Membrane
9891,Q06418    ,Endoplasmic Reticulum Membrane
9892,Q06418    ,Nuclear Envelope
9893,Q06418    ,Nucleus
9894,Q06418    ,Receptor Complex
9896,Q06418    ,Cell
9899,P07947    ,Focal Adhesion
9900,P07947    ,Extracellular Exosome
9901,P07947    ,Plasma Membrane
9902,P07947    ,Golgi Apparatus
9903,P07947    ,Cytosol
9937,P07947    ,Postsynaptic Specialization
9938,P07947    ,Intracellular Component
9939,P07947    ,Glutamatergic Synapse
9942,P07947    ,Actin Filament
9943,P07947    ,Cytoskeleton
9945,P07947    ,Cytoplasm
9946,P07947    ,Membrane
9947,P07947    ,Microtubule Organizing Center
9951,P43403    ,Cytoplasm
9952,P43403    ,Plasma Membrane
9953,P43403    ,Membrane Raft
9957,P43403    ,Cytosol
9964,P43403    ,T Cell Receptor Complex
9965,P43403    ,Membrane
9966,P43403    ,Cell-Cell Junction
9970,P43403    ,Immunological Synapse
9976,Q2M2I8    ,Terminal Bouton
9977,Q2M2I8    ,Cell Leading Edge
9978,Q2M2I8    ,Clathrin-Coated Vesicle
9979,Q2M2I8    ,Extrinsic Component Of Plasma Membrane
9980,Q2M2I8    ,Nucleus
9981,Q2M2I8    ,Cytosol
9998,Q2M2I8    ,Membrane
9999,Q2M2I8    ,Cell Junction
10000,Q2M2I8    ,Clathrin-Coated Pit
10001,Q2M2I8    ,Plasma Membrane
10002,Q2M2I8    ,Synapse
10003,Q2M2I8    ,Cell Projection
10006,Q2M2I8    ,Presynapse
10008,O14965    ,Cytoskeleton
10009,O14965    ,Cilium
10010,O14965    ,Cell Projection
10011,O14965    ,Microtubule
10012,O14965    ,Cytoplasm
10013,O14965    ,Microtubule Organizing Center
10014,O14965    ,Neuron Projection
10015,O14965    ,Centriole
10016,O14965    ,Spindle Pole
10017,O14965    ,Centrosome
10019,O14965    ,Mitotic Spindle Pole
10020,O14965    ,Spindle
10021,O14965    ,Nucleus
10022,O14965    ,Perinuclear Region Of Cytoplasm
10023,O14965    ,Spindle Pole Centrosome
10024,O14965    ,Microtubule Cytoskeleton
10025,O14965    ,Spindle Microtubule
10027,O14965    ,Midbody
10032,O14965    ,Spindle Midzone
10033,O14965    ,Chromosome Passenger Complex
10036,O14965    ,Condensed Nuclear Chromosome
10037,O14965    ,Centromeric Region
10038,O14965    ,Cytosol
10052,O14965    ,Nucleoplasm
10058,O14965    ,Meiotic Spindle
10059,O14965    ,Mitotic Spindle
10060,O14965    ,Pronucleus
10061,O14965    ,Axon Hillock
10062,O14965    ,Germinal Vesicle
10066,Q96GD4    ,Kinetochore
10067,Q96GD4    ,Condensed Nuclear Chromosome
10068,Q96GD4    ,Centromeric Region
10069,Q96GD4    ,Chromosome Passenger Complex
10072,Q96GD4    ,Midbody
10074,Q96GD4    ,Spindle
10075,Q96GD4    ,Nucleus
10076,Q96GD4    ,Condensed Chromosome
10078,Q96GD4    ,Spindle Midzone
10080,Q96GD4    ,Spindle Pole Centrosome
10081,Q96GD4    ,Spindle Microtubule
10084,Q96GD4    ,Cytosol
10102,Q96GD4    ,Nucleoplasm
10109,Q96GD4    ,Mitotic Spindle Midzone
10112,Q96GD4    ,Chromocenter
10117,Q96GD4    ,Cytoplasm
10118,Q96GD4    ,Cytoskeleton
10119,Q96GD4    ,Chromosome
10130,Q9UQB9    ,Spindle Midzone
10131,Q9UQB9    ,Chromosome Passenger Complex
10132,Q9UQB9    ,Midbody
10134,Q9UQB9    ,Spindle
10135,Q9UQB9    ,Condensed Chromosome
10138,Q9UQB9    ,Spindle Pole Centrosome
10139,Q9UQB9    ,Spindle Microtubule
10140,Q9UQB9    ,Condensed Nuclear Chromosome
10141,Q9UQB9    ,Centromeric Region
10143,Q9UQB9    ,Chromosome
10145,Q9UQB9    ,Nucleus
10147,Q9UQB9    ,Cytoplasm
10148,Q9UQB9    ,Cytoskeleton
10155,Q9NSY1    ,Nucleus
10158,Q9NSY1    ,Nuclear Speck
10161,O43683    ,Nucleus
10163,O43683    ,Condensed Chromosome Kinetochore
10164,O43683    ,Condensed Nuclear Chromosome Outer Kinetochore
10165,O43683    ,Membrane
10167,O43683    ,Kinetochore
10169,O43683    ,Condensed Nuclear Chromosome Kinetochore
10170,O43683    ,Cytosol
10187,O43683    ,Nucleoplasm
10189,O43683    ,Chromosome
10191,O43683    ,Centromeric Region
10193,O60566    ,Cytoplasm
10194,O60566    ,Anaphase-Promoting Complex
10195,O60566    ,Perinuclear Region Of Cytoplasm
10196,O60566    ,Spindle
10197,O60566    ,Condensed Chromosome Outer Kinetochore
10198,O60566    ,Condensed Chromosome Kinetochore
10199,O60566    ,Kinetochore
10203,O60566    ,Condensed Nuclear Chromosome Kinetochore
10204,O60566    ,Cytosol
10230,O60566    ,Chromosome
10231,O60566    ,Centromeric Region
10234,O60566    ,Nucleus
10236,O60566    ,Cytoskeleton
10239,O60566    ,Microtubule Organizing Center
10242,Q8N5S9    ,Cytoplasm
10243,Q8N5S9    ,Cytosol
10244,Q8N5S9    ,Nucleoplasm
10246,Q8N5S9    ,Nucleus
10250,Q96RR4    ,Cytosol
10254,Q96RR4    ,Nucleoplasm
10257,Q96RR4    ,Cytoplasm
10258,Q96RR4    ,Cell Projection
10259,Q96RR4    ,Nucleus
10261,Q96RR4    ,Neuron Projection
10264,O00311    ,Nucleus
10266,O00311    ,Cytoplasm
10270,O00311    ,Nucleoplasm
10277,O00311    ,Mitotic Spindle
10278,O00311    ,Intercellular Bridge
10281,O15111    ,Cytoplasm
10283,O15111    ,Cytoplasmic Side Of Plasma Membrane
10284,O15111    ,Ikappab Kinase Complex
10287,O15111    ,Cytosol
10320,O15111    ,Intracellular Membrane-Bounded Organelle
10322,O15111    ,Nucleoplasm
10324,O15111    ,Nucleus
10331,P68400    ,Nucleus
10334,P68400    ,Plasma Membrane
10336,P68400    ,Nurd Complex
10337,P68400    ,Pcg Protein Complex
10339,P68400    ,Cytosol
10348,P68400    ,Nucleoplasm
10352,P19784    ,Nucleus
10353,P19784    ,Pcg Protein Complex
10356,P19784    ,Cytosol
10363,P19784    ,Nucleoplasm
10365,P19784    ,Plasma Membrane
10366,P19784    ,Cytoplasm
10368,P19784    ,Acrosomal Vesicle
10369,P19784    ,Chromatin
10371,Q8NEV1    ,Cytosol
10372,Q8NEV1    ,Nucleus
10373,Q8NEV1    ,Nucleoplasm
10375,Q6XUX3    ,Cell Junction
10376,Q6XUX3    ,Cytoplasm
10377,Q6XUX3    ,Membrane
10378,Q6XUX3    ,Plasma Membrane
10380,Q6XUX3    ,Basolateral Plasma Membrane
10383,Q6XUX3    ,Apical Plasma Membrane
10391,Q9BQI3    ,Cytoplasm
10395,P19525    ,Nucleus
10396,P19525    ,Perinuclear Region Of Cytoplasm
10397,P19525    ,Cytoplasm
10398,P19525    ,Ribosome
10399,P19525    ,Membrane
10402,P19525    ,Cytosol
10407,Q9NZJ5    ,Integral Component Of Endoplasmic Reticulum Membrane
10409,Q9NZJ5    ,Membrane
10410,Q9NZJ5    ,Endoplasmic Reticulum Membrane
10412,Q9NZJ5    ,Endoplasmic Reticulum
10415,Q9NZJ5    ,Cytoplasm
10419,Q9NZJ5    ,Perinuclear Region Of Cytoplasm
10420,Q9NZJ5    ,Integral Component Of Membrane
10425,Q9P2K8    ,Polysome
10426,Q9P2K8    ,Cytosolic Ribosome
10427,Q9P2K8    ,Cytoplasm
10430,O75460    ,Endoplasmic Reticulum
10431,O75460    ,Cytoplasm
10432,O75460    ,Integral Component Of Endoplasmic Reticulum Membrane
10433,O75460    ,Endoplasmic Reticulum Membrane
10438,O75460    ,Cell
10440,O75460    ,Mitochondrion
10441,O75460    ,Nuclear Inner Membrane
10442,O75460    ,Integral Component Of Membrane
10443,O75460    ,Membrane
10447,Q76MJ5    ,Endoplasmic Reticulum Membrane
10448,Q76MJ5    ,Integral Component Of Membrane
10449,Q76MJ5    ,Membrane
10450,Q76MJ5    ,Endoplasmic Reticulum
10453,O14976    ,Cell Junction
10454,O14976    ,Cytoplasm
10455,O14976    ,Golgi Apparatus
10456,O14976    ,Perinuclear Region Of Cytoplasm
10457,O14976    ,Focal Adhesion
10460,O14976    ,Vesicle
10461,O14976    ,Membrane
10462,O14976    ,Intracellular Membrane-Bounded Organelle
10465,O14976    ,Cytosol
10473,O14976    ,Presynapse
10475,Q8TF76    ,Spindle
10476,Q8TF76    ,Centrosome
10477,Q8TF76    ,Nucleus
10479,Q8TF76    ,Cytoplasm
10481,Q8TF76    ,Nucleoplasm
10483,Q8TF76    ,Chromosome
10484,Q8TF76    ,Cytoskeleton
10490,O14920    ,Cytoplasm
10491,O14920    ,Membrane
10492,O14920    ,Nucleus
10494,O14920    ,Membrane Raft
10496,O14920    ,Cytoplasmic Side Of Plasma Membrane
10497,O14920    ,Ikappab Kinase Complex
10500,O14920    ,Cytosol
10532,Q14164    ,Cytoplasm
10533,Q14164    ,Mitochondrial Membrane
10534,Q14164    ,Pml Body
10536,Q14164    ,Nucleus
10538,Q14164    ,Endosome Membrane
10544,Q14164    ,Cytosol
10553,Q14164    ,Nucleoplasm
10560,Q8NB16    ,Plasma Membrane
10562,Q8NB16    ,Cytoplasm
10563,Q8NB16    ,Cytosol
10569,Q8NB16    ,Membrane
10573,P00540    ,Cytosol
10574,P00540    ,Cytoplasm
10575,P00540    ,Cell
10579,Q9UHY1    ,Endomembrane System
10581,Q9UHY1    ,Cytoplasm
10582,Q9UHY1    ,Nucleoplasm
10583,Q9UHY1    ,Membrane
10584,Q9UHY1    ,Cell Projection
10586,Q9UHY1    ,Lamellipodium
10587,Q9UHY1    ,Cell Cortex
10590,Q9NSY0    ,Cytoplasm
10591,Q9NSY0    ,Endomembrane System
10596,Q58A45    ,Pan Complex
10598,Q58A45    ,P-Body
10599,Q58A45    ,Cytosol
10605,Q58A45    ,Cytoplasm
10607,Q8N165    ,Nucleoplasm
10608,Q8N165    ,Nucleus
10611,Q9H792    ,Cytoskeleton
10612,Q9H792    ,Cell Junction
10613,Q9H792    ,Cytoplasm
10615,Q9H792    ,Focal Adhesion
10616,Q9H792    ,Actin Cytoskeleton
10625,Q99570    ,Membrane
10626,Q99570    ,Axoneme
10627,Q99570    ,Late Endosome
10628,Q99570    ,Nucleus-Vacuole Junction
10630,Q99570    ,Phagocytic Vesicle Membrane
10631,Q99570    ,Cytosol
10643,Q99570    ,Intracellular Membrane-Bounded Organelle
10644,Q99570    ,Microtubule Cytoskeleton
10646,Q99570    ,Endosome
10648,Q99570    ,Cytoplasmic Vesicle
10651,Q99570    ,Autophagosome
10653,Q9BXM7    ,Mitochondrion
10655,Q9BXM7    ,Mitochondrial Outer Membrane
10658,Q9BXM7    ,Cytosol
10659,Q9BXM7    ,Lewy Body
10663,Q9BXM7    ,Astrocyte Projection
10664,Q9BXM7    ,Cytoplasm
10665,Q9BXM7    ,Perinuclear Region Of Cytoplasm
10666,Q9BXM7    ,Cell Body
10667,Q9BXM7    ,Axon
10669,Q9BXM7    ,Mitochondrial Intermembrane Space
10670,Q9BXM7    ,Mitochondrial Inner Membrane
10672,Q9BXM7    ,Integral Component Of Mitochondrial Outer Membrane
10673,Q9BXM7    ,Cytoskeleton
10675,Q9BXM7    ,Membrane
10676,Q9BXM7    ,Nucleus
10677,Q9BXM7    ,Chromatin
10680,Q9BXM7    ,Endoplasmic Reticulum
10696,Q9BXM7    ,Growth Cone
10709,Q9BXM7    ,Integral Component Of Membrane
10715,Q504Y2    ,Extracellular Region
10716,Q504Y2    ,Golgi Apparatus
10724,Q99640    ,Membrane
10726,Q99640    ,Golgi Apparatus
10727,Q99640    ,Endoplasmic Reticulum
10728,Q99640    ,Nucleus
10729,Q99640    ,Cytosol
10730,Q99640    ,Nucleoplasm
10732,Q99640    ,Nucleolus
10734,Q99640    ,Cytoplasm
10740,Q99640    ,Golgi Membrane
10741,Q99640    ,Endoplasmic Reticulum Membrane
10743,P53350    ,Chromosome
10744,P53350    ,Centromeric Region
10746,P53350    ,Nucleus
10747,P53350    ,Kinetochore
10748,P53350    ,Cytoplasm
10749,P53350    ,Cytoskeleton
10750,P53350    ,Midbody
10751,P53350    ,Spindle
10753,P53350    ,Condensed Chromosome Kinetochore
10754,P53350    ,Microtubule Organizing Center
10755,P53350    ,Centrosome
10760,P53350    ,Spindle Midzone
10761,P53350    ,Microtubule Cytoskeleton
10762,P53350    ,Spindle Microtubule
10764,P53350    ,Condensed Nuclear Chromosome Outer Kinetochore
10765,P53350    ,Spindle Pole
10786,P53350    ,Cytosol
10836,P53350    ,Nucleoplasm
10851,P53350    ,Cell
10852,P53350    ,Centriolar Satellite
10853,P53350    ,Centriole
10854,P53350    ,Synaptonemal Complex
10855,P53350    ,Chromatin
10856,P53350    ,Condensed Nuclear Chromosome
10859,Q9NYY3    ,Cytoplasm
10860,Q9NYY3    ,Cell Projection
10861,Q9NYY3    ,Cytoskeleton
10862,Q9NYY3    ,Dendrite
10863,Q9NYY3    ,Centriole
10867,Q9NYY3    ,Centrosome
10871,Q9NYY3    ,Nucleus
10872,Q9NYY3    ,Spindle Pole
10873,Q9NYY3    ,Cytosol
10876,Q9NYY3    ,Chromatin
10879,Q9H4B4    ,Cytoplasm
10881,Q9H4B4    ,Microtubule Organizing Center
10882,Q9H4B4    ,Nucleolus
10883,Q9H4B4    ,Golgi Apparatus
10884,Q9H4B4    ,Nucleus
10885,Q9H4B4    ,Centrosome
10887,Q9H4B4    ,Golgi Stack
10895,Q9H4B4    ,Spindle Pole
10896,Q9H4B4    ,Nucleoplasm
10899,Q9H4B4    ,Neuronal Cell Body
10900,Q9H4B4    ,Dendrite
10902,Q9H4B4    ,Cytoskeleton
10905,O00444    ,Centriole
10907,O00444    ,Deuterosome
10911,O00444    ,Centrosome
10912,O00444    ,Nucleolus
10914,O00444    ,Cytoplasm
10915,O00444    ,Nucleus
10916,O00444    ,Spindle Pole
10917,O00444    ,Cytosol
10943,O00444    ,Xy Body
10947,O00444    ,Cytoskeleton
10950,O00444    ,Cleavage Furrow
10952,Q496M5    ,Cytoplasm
10953,Q496M5    ,Nucleus
10955,Q496M5    ,Nucleolus
10958,Q9H5K3    ,Endoplasmic Reticulum Membrane
10961,Q9H5K3    ,Endoplasmic Reticulum
10962,Q9H5K3    ,Integral Component Of Membrane
10963,Q9H5K3    ,Membrane
10966,Q86YV5    ,Cytoplasm
10967,Q86YV5    ,Nucleus
10968,Q86YV5    ,Cell Junction
10970,Q86YV5    ,Focal Adhesion
10979,Q7Z7A4    ,Plasma Membrane
10980,Q7Z7A4    ,Cytoplasm
10983,Q7Z7A4    ,Centriolar Satellite
10985,Q7Z7A4    ,Cytosol
10986,Q7Z7A4    ,Protein-Containing Complex
10990,Q7Z7A4    ,Membrane
10996,Q7Z7A4    ,Nucleus
11001,Q05823    ,Cytosol
11006,Q05823    ,Mitochondrial Matrix
11007,Q05823    ,Nuclear Matrix
11008,Q05823    ,Mitochondrion
11009,Q05823    ,Cytoplasm
11013,Q96S38    ,Early Endosome
11015,Q96S38    ,Cytoplasm
11016,Q96S38    ,Endosome
11017,Q96S38    ,Membrane
11022,Q9Y6S9    ,Ribosome
11026,Q52WX2    ,Cytoplasm
11029,P0C263    ,Cytoplasm
11033,Q96KG9    ,Membrane
11034,Q96KG9    ,Cytoplasm
11035,Q96KG9    ,Copi Vesicle Coat
11036,Q96KG9    ,Cis-Golgi Network
11037,Q96KG9    ,Golgi Apparatus
11038,Q96KG9    ,Endoplasmic Reticulum-Golgi Intermediate Compartment
11039,Q96KG9    ,Cytosol
11043,Q96KG9    ,Cytoskeleton
11045,Q96KG9    ,Nucleus
11047,Q96KG9    ,Microtubule Organizing Center
11052,Q6P3W7    ,Cytoplasm
11053,Q6P3W7    ,Membrane
11054,Q6P3W7    ,Golgi Apparatus
11055,Q6P3W7    ,Cytoplasmic Vesicle
11056,Q6P3W7    ,Endosome
11058,Q6P3W7    ,Clathrin-Coated Vesicle
11059,Q6P3W7    ,Endosome Membrane
11060,Q6P3W7    ,Perinuclear Region Of Cytoplasm
11062,Q8IZE3    ,Cell Projection
11063,Q8IZE3    ,Cytoplasm
11064,Q8IZE3    ,Golgi Apparatus
11067,Q8IZE3    ,Lamellipodium
11072,Q8IZE3    ,Golgi Membrane
11074,O75716    ,Cytoplasm
11075,O75716    ,Membrane
11076,O75716    ,Perinuclear Region Of Cytoplasm
11079,O75716    ,Cytosol
11080,O75716    ,Golgi-Associated Vesicle
11082,Q9BXU1    ,Cytoplasm
11083,Q9BXU1    ,Nucleus
11085,Q9BXU1    ,Acrosomal Vesicle
11087,Q8WU08    ,Membrane
11088,Q8WU08    ,Plasma Membrane
11095,Q8TDR2    ,Nuclear Body
11096,Q8TDR2    ,Nucleoplasm
11097,Q8TDR2    ,Nucleus
11098,Q8TDR2    ,Cytoplasm
11099,Q8TDR2    ,Nucleolus
11103,Q9NRP7    ,Cytoplasm
11104,Q9NRP7    ,Nucleus
11110,Q9NRP7    ,Cytosol
11111,Q9NRP7    ,Extracellular Region
11116,Q8TEA7    ,Midbody
11117,Q8TEA7    ,Mitotic Spindle
11118,Q8TEA7    ,Cytoplasm
11119,Q8TEA7    ,Cytoskeleton
11122,Q8TEA7    ,Spindle
11125,Q9UHD2    ,Cytoplasm
11130,Q9UHD2    ,Endosome Membrane
11136,Q9UHD2    ,Cytosol
11157,Q9UHD2    ,Intracellular Membrane-Bounded Organelle
11158,Q9UHD2    ,Nucleoplasm
11160,Q8IWB6    ,Chromosome
11161,Q8IWB6    ,Kinetochore
11163,Q8IWB6    ,Centromeric Region
11164,Q8IWB6    ,Cytoplasm
11165,Q8IWB6    ,Midbody
11167,Q8IWB6    ,Condensed Chromosome Kinetochore
11168,Q8IWB6    ,Extracellular Exosome
11169,Q8IWB6    ,Intercellular Bridge
11171,Q8IWB6    ,Cell
11181,Q9UKI8    ,Nucleus
11184,Q9UKI8    ,Nucleoplasm
11188,Q86UE8    ,Perinuclear Region Of Cytoplasm
11189,Q86UE8    ,Intermediate Filament
11190,Q86UE8    ,Nucleus
11194,Q86UE8    ,Cytoskeleton
11195,Q86UE8    ,Cytoplasm
11201,Q96S44    ,Cytoplasm
11202,Q96S44    ,Nucleus
11206,Q96S44    ,Nucleoplasm
11212,P33981    ,Cytoplasm
11213,P33981    ,Membrane
11214,P33981    ,Spindle
11216,P33981    ,Nucleus
11217,P33981    ,Kinetochore
11220,Q8TAS1    ,Neuronal Ribonucleoprotein Granule
11221,Q8TAS1    ,Dendrite Cytoplasm
11222,Q8TAS1    ,Axon
11223,Q8TAS1    ,Nucleus
11225,Q8TAS1    ,Cytoplasm
11227,Q8TAS1    ,Midbody
11228,Q8TAS1    ,Golgi Apparatus
11229,Q8TAS1    ,Nucleoplasm
11236,O75385    ,Guanyl-Nucleotide Exchange Factor Complex
11237,O75385    ,Extrinsic Component Of Autophagosome Membrane
11238,O75385    ,Extrinsic Component Of Omegasome Membrane
11239,O75385    ,Phagophore Assembly Site Membrane
11240,O75385    ,Cytosol
11241,O75385    ,Autophagosome
11242,O75385    ,Cytoplasm
11243,O75385    ,Membrane
11245,O75385    ,Phagophore Assembly Site
11246,O75385    ,Recycling Endosome
11259,O75385    ,Endoplasmic Reticulum Membrane
11262,O75385    ,Mitochondrial Outer Membrane
11265,O75385    ,Axon
11270,Q8IYT8    ,Phagophore Assembly Site Membrane
11271,Q8IYT8    ,Membrane
11272,Q8IYT8    ,Cytosol
11273,Q8IYT8    ,Phagophore Assembly Site
11276,Q8IYT8    ,Cytoplasmic Vesicle
11277,Q8IYT8    ,Cytoplasmic Vesicle Membrane
11279,Q6PHR2    ,Cytoplasm
11280,Q6PHR2    ,Phagophore Assembly Site
11281,Q6PHR2    ,Ciliary Tip
11288,P30291    ,Nucleus
11290,P30291    ,Nucleoplasm
11294,P30291    ,Nucleolus
11295,P30291    ,Cytoplasm
11300,P0C1S8    ,Nucleus
11304,P0C1S8    ,Nucleoplasm
11305,P0C1S8    ,Cytoplasm
11308,Q9H4A3    ,Cytoplasm
11310,Q9H4A3    ,Membrane
11311,Q9H4A3    ,Cytosol
11317,Q9Y3S1    ,Plasma Membrane
11318,Q9Y3S1    ,Membrane
11319,Q9Y3S1    ,Cytoplasm
11323,Q9Y3S1    ,Cytosol
11327,Q9BYP7    ,Bicellular Tight Junction
11328,Q9BYP7    ,Adherens Junction
11329,Q9BYP7    ,Cytoplasm
11330,Q9BYP7    ,Cytosol
11337,Q96J92    ,Membrane
11338,Q96J92    ,Cytosol
11339,Q96J92    ,Bicellular Tight Junction
11341,Q96J92    ,Cytoplasm
11346,Q96J92    ,Cell Junction
11350,Q86TW2        ,Extracellular Region
11353,Q7Z695        ,Integral Component Of Membrane
11354,Q7Z695        ,Membrane
11357,Q3MIX3        ,Membrane
11358,Q3MIX3        ,Integral Component Of Membrane
11361,Q8NI60        ,Mitochondrion
11362,Q8NI60        ,Extrinsic Component Of Mitochondrial Inner Membrane
11365,Q8NI60        ,Integral Component Of Membrane
11368,Q8NI60        ,Membrane
11372,Q96D53        ,Mitochondrion
11373,Q96D53        ,Plasma Membrane
11374,Q96D53        ,Cytoplasm
11375,Q96D53        ,Membrane
11377,Q96D53        ,Integral Component Of Membrane
11379,Q96D53        ,Mitochondrial Membrane
11380,Q96D53        ,Cytosol
11381,Q96D53        ,Extrinsic Component Of Mitochondrial Inner Membrane
11385,Q96QP1        ,Cytosol
11386,Q96QP1        ,Cytoplasm
11389,Q86TB3        ,Basolateral Plasma Membrane
11390,Q86TB3        ,Plasma Membrane
11391,Q86TB3        ,Membrane
11394,Q96L96        ,Nucleus
11399,O00418        ,Cytoplasm
11400,O00418        ,Cytosol
11401,O00418        ,Dendritic Spine
11402,O00418        ,Postsynaptic Density
11404,Q9BX84        ,Plasma Membrane
11405,Q9BX84        ,Brush Border Membrane
11406,Q9BX84        ,Apical Plasma Membrane
11407,Q9BX84        ,Membrane
11408,Q9BX84        ,Integral Component Of Membrane
11414,Q96QT4        ,Plasma Membrane
11415,Q96QT4        ,Cell
11417,Q96QT4        ,Ruffle
11418,Q96QT4        ,Membrane
11419,Q96QT4        ,Integral Component Of Membrane
11424,Q14296,Mitochondrion
11425,Q14296,Mitochondrial Matrix
11429,Q15118,Mitochondrion
11430,Q15118,Mitochondrial Matrix
11435,Q15118,Nucleolus
11436,Q15118,Nucleoplasm
11437,Q15118,Mitochondrial Pyruvate Dehydrogenase Complex
11439,Q15119,Mitochondrial Pyruvate Dehydrogenase Complex
11440,Q15119,Mitochondrion
11441,Q15119,Mitochondrial Matrix
11443,Q15119,Cytosol
11445,Q15119,Nucleoplasm
11451,Q15120,Mitochondrial Matrix
11452,Q15120,Mitochondrion
11456,Q15120,Nucleolus
11457,Q15120,Cell
11461,Q16654,Mitochondrion
11463,Q16654,Mitochondrial Matrix
