,Gene Name,Uniprot Number,Subcellular Location
8011,PDGFRA,P16234,Cell
8012,PDGFRA,P16234,Cell Surface
8013,PDGFRA,P16234,External Side Of Plasma Membrane
8015,PDGFRA,P16234,Microvillus
8021,PDGFRA,P16234,Cell Projection
8022,PDGFRA,P16234,Integral Component Of Membrane
8028,PDGFRB,P09619,Focal Adhesion
8029,PDGFRB,P09619,Membrane
8031,PDGFRB,P09619,Intrinsic Component Of Plasma Membrane
8032,PDGFRB,P09619,Apical Plasma Membrane
8033,PDGFRB,P09619,Cytoplasm
8034,PDGFRB,P09619,Nucleus
8035,PDGFRB,P09619,Receptor Complex
8036,PDGFRB,P09619,Integral Component Of Plasma Membrane
8037,PDGFRB,P09619,Plasma Membrane
8060,PDGFRB,P09619,Intracellular Membrane-Bounded Organelle
8061,PDGFRB,P09619,Golgi Apparatus
8062,PDGFRB,P09619,Cell Surface
8070,PDGFRB,P09619,Lysosome
8071,PDGFRB,P09619,Integral Component Of Membrane
8072,PDGFRB,P09619,Cytoplasmic Vesicle
8075,PDGFRB,P09619,Lysosomal Lumen
8077,PDIK1L,Q8N165,Nucleoplasm
8078,PDIK1L,Q8N165,Nucleus
8081,PDK1,Q15118,Mitochondrion
8082,PDK1,Q15118,Mitochondrial Matrix
8087,PDK1,Q15118,Nucleolus
8088,PDK1,Q15118,Nucleoplasm
8089,PDK1,Q15118,Mitochondrial Pyruvate Dehydrogenase Complex
8091,PDK2,Q15119,Mitochondrial Pyruvate Dehydrogenase Complex
8092,PDK2,Q15119,Mitochondrion
8093,PDK2,Q15119,Mitochondrial Matrix
8095,PDK2,Q15119,Cytosol
8097,PDK2,Q15119,Nucleoplasm
8103,PDK3,Q15120,Mitochondrial Matrix
8104,PDK3,Q15120,Mitochondrion
8108,PDK3,Q15120,Nucleolus
8109,PDK3,Q15120,Cell
8113,PDK4,Q16654,Mitochondrion
8115,PDK4,Q16654,Mitochondrial Matrix
8119,PDPK1,O15530,Cell Projection
8120,PDPK1,O15530,Plasma Membrane
8122,PDPK1,O15530,Cytoplasm
8152,PDPK1,O15530,Cytosol
8157,PDPK1,O15530,Cell
8158,PDPK1,O15530,Perikaryon
8161,PDPK1,O15530,Cytoplasmic Vesicle
8162,PDPK1,O15530,Postsynaptic Density
8165,PDPK1,O15530,Cell Junction
8167,PDPK1,O15530,Membrane
8168,PDPK1,O15530,Nucleus
8170,PDPK1,O15530,Focal Adhesion
8174,PDPK2P,Q6A1A2,Cytoplasm
8175,PDPK2P,Q6A1A2,Membrane
8179,PEAK1,Q9H792,Cytoskeleton
8180,PEAK1,Q9H792,Cell Junction
8181,PEAK1,Q9H792,Cytoplasm
8183,PEAK1,Q9H792,Focal Adhesion
8184,PEAK1,Q9H792,Actin Cytoskeleton
8193,PHKG1,Q16816,Cytosol
8194,PHKG1,Q16816,Phosphorylase Kinase Complex
8197,PHKG2,P15735,Phosphorylase Kinase Complex
8198,PHKG2,P15735,Cytosol
8203,PIK3CA,P42336,Membrane
8204,PIK3CA,P42336,Plasma Membrane
8205,PIK3CA,P42336,Cytoplasm
8206,PIK3CA,P42336,Cytosol
8291,PIK3CA,P42336,Cell
8292,PIK3CA,P42336,Lamellipodium
8294,PIK3CB,P42338,Membrane
8295,PIK3CB,P42338,Plasma Membrane
8296,PIK3CB,P42338,Cytoplasm
8297,PIK3CB,P42338,Cytosol
8328,PIK3CB,P42338,Intracellular Membrane-Bounded Organelle
8329,PIK3CB,P42338,Midbody
8330,PIK3CB,P42338,Nucleolus
8331,PIK3CB,P42338,Nucleoplasm
8333,PIK3CB,P42338,Nucleus
8337,PIK3CD,O00329,Cytoplasm
8338,PIK3CD,O00329,Membrane
8339,PIK3CD,O00329,Plasma Membrane
8351,PIK3CD,O00329,Cytosol
8357,PIK3CD,O00329,Mast Cell Granule
8360,PIK3CG,P48736,Membrane
8362,PIK3CG,P48736,Cytoplasm
8364,PIK3CG,P48736,Plasma Membrane
8366,PIK3CG,P48736,Cytosol
8377,PIK3CG,P48736,Cell
8378,PIK3CG,P48736,Mast Cell Granule
8385,PIK3R4,Q99570,Membrane
8386,PIK3R4,Q99570,Axoneme
8387,PIK3R4,Q99570,Late Endosome
8388,PIK3R4,Q99570,Nucleus-Vacuole Junction
8390,PIK3R4,Q99570,Phagocytic Vesicle Membrane
8391,PIK3R4,Q99570,Cytosol
8403,PIK3R4,Q99570,Intracellular Membrane-Bounded Organelle
8404,PIK3R4,Q99570,Microtubule Cytoskeleton
8406,PIK3R4,Q99570,Endosome
8408,PIK3R4,Q99570,Cytoplasmic Vesicle
8411,PIK3R4,Q99570,Autophagosome
8413,PIM1,P11309,Membrane
8414,PIM1,P11309,Plasma Membrane
8415,PIM1,P11309,Nucleus
8416,PIM1,P11309,Cytoplasm
8423,PIM1,P11309,Nucleoplasm
8424,PIM1,P11309,Cytosol
8425,PIM1,P11309,Nucleolus
8431,PIM2,Q9P1W9,Cytoplasm
8433,PIM3,Q86V86,Cytoplasm
8434,PIM3,Q86V86,Cytosol
8438,PINK1,Q9BXM7,Mitochondrion
8440,PINK1,Q9BXM7,Mitochondrial Outer Membrane
8443,PINK1,Q9BXM7,Cytosol
8444,PINK1,Q9BXM7,Lewy Body
8448,PINK1,Q9BXM7,Astrocyte Projection
8449,PINK1,Q9BXM7,Cytoplasm
8450,PINK1,Q9BXM7,Perinuclear Region Of Cytoplasm
8451,PINK1,Q9BXM7,Cell Body
8452,PINK1,Q9BXM7,Axon
8454,PINK1,Q9BXM7,Mitochondrial Intermembrane Space
8455,PINK1,Q9BXM7,Mitochondrial Inner Membrane
8457,PINK1,Q9BXM7,Integral Component Of Mitochondrial Outer Membrane
8458,PINK1,Q9BXM7,Cytoskeleton
8460,PINK1,Q9BXM7,Membrane
8461,PINK1,Q9BXM7,Nucleus
8462,PINK1,Q9BXM7,Chromatin
8465,PINK1,Q9BXM7,Endoplasmic Reticulum
8481,PINK1,Q9BXM7,Growth Cone
8494,PINK1,Q9BXM7,Integral Component Of Membrane
8500,PKDCC,Q504Y2,Extracellular Region
8501,PKDCC,Q504Y2,Golgi Apparatus
8509,PKMYT1,Q99640,Membrane
8511,PKMYT1,Q99640,Golgi Apparatus
8512,PKMYT1,Q99640,Endoplasmic Reticulum
8513,PKMYT1,Q99640,Nucleus
8514,PKMYT1,Q99640,Cytosol
8515,PKMYT1,Q99640,Nucleoplasm
8517,PKMYT1,Q99640,Nucleolus
8519,PKMYT1,Q99640,Cytoplasm
8525,PKMYT1,Q99640,Golgi Membrane
8526,PKMYT1,Q99640,Endoplasmic Reticulum Membrane
8528,PKN1,Q16512,Cleavage Furrow
8529,PKN1,Q16512,Midbody
8530,PKN1,Q16512,Endosome
8531,PKN1,Q16512,Cytoplasm
8533,PKN1,Q16512,Nucleus
8534,PKN1,Q16512,Cytosol
8542,PKN1,Q16512,Nucleoplasm
8551,PKN1,Q16512,Protein-Containing Complex
8552,PKN1,Q16512,Cytoplasmic Vesicle
8557,PKN1,Q16512,Plasma Membrane
8563,PKN1,Q16512,Membrane
8566,PKN2,Q16513,Perinuclear Region Of Cytoplasm
8567,PKN2,Q16513,Apical Junction Complex
8568,PKN2,Q16513,Cleavage Furrow
8569,PKN2,Q16513,Midbody
8570,PKN2,Q16513,Lamellipodium
8571,PKN2,Q16513,Cytoplasm
8572,PKN2,Q16513,Nucleus
8573,PKN2,Q16513,Cytosol
8576,PKN2,Q16513,Intermediate Filament Cytoskeleton
8577,PKN2,Q16513,Nuclear Body
8578,PKN2,Q16513,Plasma Membrane
8580,PKN2,Q16513,Centrosome
8581,PKN2,Q16513,Nucleoplasm
8583,PKN2,Q16513,Protein-Containing Complex
8586,PKN2,Q16513,Membrane
8587,PKN2,Q16513,Cell Projection
8588,PKN2,Q16513,Cytoskeleton
8590,PKN2,Q16513,Cell Junction
8601,PKN3,Q6P5Z2,Golgi Apparatus
8602,PKN3,Q6P5Z2,Nucleus
8604,PKN3,Q6P5Z2,Cytoplasm
8606,PKN3,Q6P5Z2,Perinuclear Region Of Cytoplasm
8608,PLK1,P53350,Chromosome
8609,PLK1,P53350,Centromeric Region
8611,PLK1,P53350,Nucleus
8612,PLK1,P53350,Kinetochore
8613,PLK1,P53350,Cytoplasm
8614,PLK1,P53350,Cytoskeleton
8615,PLK1,P53350,Midbody
8616,PLK1,P53350,Spindle
8618,PLK1,P53350,Condensed Chromosome Kinetochore
8619,PLK1,P53350,Microtubule Organizing Center
8620,PLK1,P53350,Centrosome
8625,PLK1,P53350,Spindle Midzone
8626,PLK1,P53350,Microtubule Cytoskeleton
8627,PLK1,P53350,Spindle Microtubule
8629,PLK1,P53350,Condensed Nuclear Chromosome Outer Kinetochore
8630,PLK1,P53350,Spindle Pole
8651,PLK1,P53350,Cytosol
8701,PLK1,P53350,Nucleoplasm
8716,PLK1,P53350,Cell
8717,PLK1,P53350,Centriolar Satellite
8718,PLK1,P53350,Centriole
8719,PLK1,P53350,Synaptonemal Complex
8720,PLK1,P53350,Chromatin
8721,PLK1,P53350,Condensed Nuclear Chromosome
8724,PLK2,Q9NYY3,Cytoplasm
8725,PLK2,Q9NYY3,Cell Projection
8726,PLK2,Q9NYY3,Cytoskeleton
8727,PLK2,Q9NYY3,Dendrite
8728,PLK2,Q9NYY3,Centriole
8732,PLK2,Q9NYY3,Centrosome
8736,PLK2,Q9NYY3,Nucleus
8737,PLK2,Q9NYY3,Spindle Pole
8738,PLK2,Q9NYY3,Cytosol
8741,PLK2,Q9NYY3,Chromatin
8744,PLK3,Q9H4B4,Cytoplasm
8746,PLK3,Q9H4B4,Microtubule Organizing Center
8747,PLK3,Q9H4B4,Nucleolus
8748,PLK3,Q9H4B4,Golgi Apparatus
8749,PLK3,Q9H4B4,Nucleus
8750,PLK3,Q9H4B4,Centrosome
8752,PLK3,Q9H4B4,Golgi Stack
8760,PLK3,Q9H4B4,Spindle Pole
8761,PLK3,Q9H4B4,Nucleoplasm
8764,PLK3,Q9H4B4,Neuronal Cell Body
8765,PLK3,Q9H4B4,Dendrite
8767,PLK3,Q9H4B4,Cytoskeleton
8770,PLK4,O00444,Centriole
8772,PLK4,O00444,Deuterosome
8776,PLK4,O00444,Centrosome
8777,PLK4,O00444,Nucleolus
8779,PLK4,O00444,Cytoplasm
8780,PLK4,O00444,Nucleus
8781,PLK4,O00444,Spindle Pole
8782,PLK4,O00444,Cytosol
8808,PLK4,O00444,Xy Body
8812,PLK4,O00444,Cytoskeleton
8815,PLK4,O00444,Cleavage Furrow
8817,PLK5,Q496M5,Cytoplasm
8818,PLK5,Q496M5,Nucleus
8820,PLK5,Q496M5,Nucleolus
8823,PNCK,Q6P2M8,Nucleus
8824,PNCK,Q6P2M8,Cytoplasm
8828,POMK,Q9H5K3,Endoplasmic Reticulum Membrane
8831,POMK,Q9H5K3,Endoplasmic Reticulum
8832,POMK,Q9H5K3,Integral Component Of Membrane
8833,POMK,Q9H5K3,Membrane
8836,PRAG1,Q86YV5,Cytoplasm
8837,PRAG1,Q86YV5,Nucleus
8838,PRAG1,Q86YV5,Cell Junction
8840,PRAG1,Q86YV5,Focal Adhesion
8849,PRKAA1,Q13131,Cytoplasm
8850,PRKAA1,Q13131,Nucleotide-Activated Protein Kinase Complex
8851,PRKAA1,Q13131,Neuronal Cell Body
8852,PRKAA1,Q13131,Dendrite
8853,PRKAA1,Q13131,Axon
8855,PRKAA1,Q13131,Nucleus
8858,PRKAA1,Q13131,Cytosol
8872,PRKAA1,Q13131,Nucleoplasm
8873,PRKAA1,Q13131,Nuclear Speck
8875,PRKAA1,Q13131,Cell
8880,PRKAA1,Q13131,Protein-Containing Complex
8884,PRKAA1,Q13131,Apical Plasma Membrane
8896,PRKAA2,P54646,Nucleus
8897,PRKAA2,P54646,Neuronal Cell Body
8898,PRKAA2,P54646,Dendrite
8899,PRKAA2,P54646,Axon
8900,PRKAA2,P54646,Cytoplasmic Stress Granule
8901,PRKAA2,P54646,Cytoplasm
8903,PRKAA2,P54646,Cytosol
8918,PRKAA2,P54646,Nucleoplasm
8920,PRKAA2,P54646,Nuclear Speck
8921,PRKAA2,P54646,Golgi Apparatus
8922,PRKAA2,P54646,Cell
8934,PRKACA,P17612,Cilium
8935,PRKACA,P17612,Motile Cilium
8936,PRKACA,P17612,Cell Projection
8937,PRKACA,P17612,Cytoplasm
8938,PRKACA,P17612,Cytoplasmic Vesicle
8939,PRKACA,P17612,Plasma Membrane
8940,PRKACA,P17612,Membrane
8941,PRKACA,P17612,Nucleus
8942,PRKACA,P17612,Mitochondrion
8948,PRKACA,P17612,Acrosomal Vesicle
8951,PRKACA,P17612,Nuclear Speck
8954,PRKACA,P17612,Perinuclear Region Of Cytoplasm
8955,PRKACA,P17612,Camp-Dependent Protein Kinase Complex
8956,PRKACA,P17612,Axoneme
8957,PRKACA,P17612,Plasma Membrane Raft
8958,PRKACA,P17612,Extracellular Exosome
8960,PRKACA,P17612,Calcium Channel Complex
8963,PRKACA,P17612,Centrosome
8965,PRKACA,P17612,Ciliary Base
8967,PRKACA,P17612,Cytosol
9001,PRKACA,P17612,Nucleoplasm
9003,PRKACA,P17612,Intercellular Bridge
9005,PRKACA,P17612,Cell
9009,PRKACA,P17612,Dendritic Spine
9010,PRKACA,P17612,Sperm Flagellum
9011,PRKACA,P17612,Neuromuscular Junction
9018,PRKACA,P17612,Nucleotide-Activated Protein Kinase Complex
9020,PRKACA,P17612,Sperm Midpiece
9022,PRKACB,P22694,Extracellular Exosome
9023,PRKACB,P22694,Camp-Dependent Protein Kinase Complex
9024,PRKACB,P22694,Centrosome
9025,PRKACB,P22694,Nucleus
9026,PRKACB,P22694,Ciliary Base
9028,PRKACB,P22694,Cytosol
9036,PRKACB,P22694,Nucleoplasm
9038,PRKACB,P22694,Intercellular Bridge
9040,PRKACB,P22694,Perinuclear Region Of Cytoplasm
9043,PRKACB,P22694,Cytoplasm
9046,PRKACB,P22694,Plasma Membrane
9048,PRKACB,P22694,Membrane
9055,PRKACG,P22612,Nucleus
9056,PRKACG,P22612,Ciliary Base
9058,PRKACG,P22612,Cytosol
9066,PRKACG,P22612,Nucleoplasm
9068,PRKACG,P22612,Intercellular Bridge
9071,PRKCA,P17252,Extracellular Exosome
9072,PRKCA,P17252,Mitochondrion
9073,PRKCA,P17252,Endoplasmic Reticulum
9074,PRKCA,P17252,Perinuclear Region Of Cytoplasm
9075,PRKCA,P17252,Plasma Membrane
9077,PRKCA,P17252,Cytosol
9078,PRKCA,P17252,Cytoplasm
9101,PRKCA,P17252,Nucleoplasm
9107,PRKCA,P17252,Nucleus
9109,PRKCA,P17252,Membrane
9113,PRKCA,P17252,Mitochondrial Membrane
9116,PRKCB,P05771,Extracellular Exosome
9118,PRKCB,P05771,Plasma Membrane
9119,PRKCB,P05771,Cytoplasm
9120,PRKCB,P05771,Nucleus
9128,PRKCB,P05771,Cytosol
9136,PRKCB,P05771,Nucleoplasm
9140,PRKCB,P05771,Cell
9141,PRKCB,P05771,Presynaptic Cytosol
9142,PRKCB,P05771,Calyx Of Held
9143,PRKCB,P05771,Spectrin
9148,PRKCB,P05771,Membrane
9153,PRKCD,Q05655,Nucleus
9154,PRKCD,Q05655,Perinuclear Region Of Cytoplasm
9155,PRKCD,Q05655,Cytoplasm
9158,PRKCD,Q05655,Extracellular Exosome
9159,PRKCD,Q05655,Endoplasmic Reticulum
9160,PRKCD,Q05655,Plasma Membrane
9162,PRKCD,Q05655,Cytosol
9170,PRKCD,Q05655,Azurophil Granule Lumen
9186,PRKCD,Q05655,Nucleoplasm
9187,PRKCD,Q05655,Extracellular Region
9189,PRKCD,Q05655,Nuclear Matrix
9190,PRKCD,Q05655,Membrane
9191,PRKCD,Q05655,Cell-Cell Junction
9200,PRKCE,Q02156,Cytoplasm
9201,PRKCE,Q02156,Cytoskeleton
9202,PRKCE,Q02156,Nucleus
9203,PRKCE,Q02156,Perinuclear Region Of Cytoplasm
9204,PRKCE,Q02156,Plasma Membrane
9205,PRKCE,Q02156,Endoplasmic Reticulum
9206,PRKCE,Q02156,Cell Periphery
9210,PRKCE,Q02156,Cytosol
9211,PRKCE,Q02156,Golgi Apparatus
9218,PRKCE,Q02156,Membrane
9221,PRKCE,Q02156,Mitochondrion
9230,PRKCG,P05129,Cell Projection
9231,PRKCG,P05129,Synapse
9232,PRKCG,P05129,Cytoplasm
9233,PRKCG,P05129,Cell Junction
9234,PRKCG,P05129,Plasma Membrane
9235,PRKCG,P05129,Membrane
9236,PRKCG,P05129,Neuron Projection
9239,PRKCG,P05129,Dendrite
9240,PRKCG,P05129,Perinuclear Region Of Cytoplasm
9245,PRKCG,P05129,Cytosol
9252,PRKCG,P05129,Postsynaptic Cytosol
9258,PRKCG,P05129,Presynaptic Cytosol
9259,PRKCG,P05129,Synaptic Membrane
9260,PRKCG,P05129,Calyx Of Held
9262,PRKCG,P05129,Postsynaptic Density
9263,PRKCG,P05129,Cell-Cell Junction
9266,PRKCG,P05129,Nucleus
9268,PRKCH,P24723,Cytoplasm
9270,PRKCH,P24723,Extracellular Exosome
9271,PRKCH,P24723,Plasma Membrane
9272,PRKCH,P24723,Cytosol
9276,PRKCI,P41743,Extracellular Exosome
9277,PRKCI,P41743,Cytosol
9279,PRKCI,P41743,Nucleus
9281,PRKCI,P41743,Plasma Membrane
9284,PRKCI,P41743,Nucleoplasm
9285,PRKCI,P41743,Intercellular Bridge
9286,PRKCI,P41743,Microtubule Cytoskeleton
9288,PRKCI,P41743,Golgi Membrane
9289,PRKCI,P41743,Glutamatergic Synapse
9290,PRKCI,P41743,Cell Leading Edge
9291,PRKCI,P41743,Bicellular Tight Junction
9294,PRKCI,P41743,Apical Part Of Cell
9295,PRKCI,P41743,Schmidt-Lanterman Incisure
9296,PRKCI,P41743,Apical Plasma Membrane
9297,PRKCI,P41743,Cytoplasm
9301,PRKCI,P41743,Endosome
9302,PRKCI,P41743,Membrane
9308,PRKCQ,Q04759,Plasma Membrane
9324,PRKCQ,Q04759,Cytosol
9328,PRKCQ,Q04759,Centriolar Satellite
9329,PRKCQ,Q04759,Aggresome
9331,PRKCQ,Q04759,Cytoplasm
9332,PRKCQ,Q04759,Immunological Synapse
9333,PRKCQ,Q04759,Membrane
9339,PRKCZ,Q05513,Vesicle
9340,PRKCZ,Q05513,Extracellular Exosome
9341,PRKCZ,Q05513,Membrane
9342,PRKCZ,Q05513,Plasma Membrane
9343,PRKCZ,Q05513,Cytoplasm
9344,PRKCZ,Q05513,Cell-Cell Junction
9345,PRKCZ,Q05513,Cell Junction
9351,PRKCZ,Q05513,Cytosol
9358,PRKCZ,Q05513,Cell
9359,PRKCZ,Q05513,Glutamatergic Synapse
9360,PRKCZ,Q05513,Perinuclear Region Of Cytoplasm
9361,PRKCZ,Q05513,Membrane Raft
9362,PRKCZ,Q05513,Intracellular Membrane-Bounded Organelle
9363,PRKCZ,Q05513,Cell Leading Edge
9364,PRKCZ,Q05513,Postsynaptic Density
9368,PRKCZ,Q05513,Stress Fiber
9369,PRKCZ,Q05513,Apical Cortex
9370,PRKCZ,Q05513,Axon Hillock
9371,PRKCZ,Q05513,Myelin Sheath Abaxonal Region
9373,PRKCZ,Q05513,Nuclear Matrix
9374,PRKCZ,Q05513,Apical Plasma Membrane
9375,PRKCZ,Q05513,Cell Cortex
9376,PRKCZ,Q05513,Bicellular Tight Junction
9378,PRKCZ,Q05513,Microtubule Organizing Center
9380,PRKCZ,Q05513,Nuclear Envelope
9381,PRKCZ,Q05513,Nucleus
9383,PRKCZ,Q05513,Endosome
9391,PRKD1,Q15139,Golgi Apparatus
9392,PRKD1,Q15139,Autophagosome Membrane
9393,PRKD1,Q15139,Plasma Membrane
9394,PRKD1,Q15139,Cytosol
9396,PRKD1,Q15139,Trans-Golgi Network
9400,PRKD1,Q15139,Cytoplasm
9401,PRKD1,Q15139,Membrane
9408,PRKD2,Q9BZL6,Nucleus
9409,PRKD2,Q9BZL6,Cytoplasm
9410,PRKD2,Q9BZL6,Golgi Apparatus
9411,PRKD2,Q9BZL6,Membrane
9412,PRKD2,Q9BZL6,Plasma Membrane
9419,PRKD2,Q9BZL6,Cytosol
9421,PRKD2,Q9BZL6,Nucleoplasm
9423,PRKD3,O94806,Cytosol
9425,PRKD3,O94806,Nucleoplasm
9426,PRKD3,O94806,Cytoplasm
9427,PRKD3,O94806,Membrane
9431,PRKDC,P78527,Nucleolus
9432,PRKDC,P78527,Protein-Dna Complex
9433,PRKDC,P78527,Protein-Containing Complex
9434,PRKDC,P78527,Nucleus
9435,PRKDC,P78527,Nonhomologous End Joining Complex
9436,PRKDC,P78527,Nuclear Chromosome
9437,PRKDC,P78527,Telomeric Region
9438,PRKDC,P78527,Membrane
9439,PRKDC,P78527,Transcription Factor Complex
9442,PRKDC,P78527,Cytosol
9445,PRKDC,P78527,Nucleoplasm
9461,PRKG1,Q13976,Cytoplasm
9463,PRKG1,Q13976,Plasma Membrane
9465,PRKG1,Q13976,Cytosol
9468,PRKG1,Q13976,Golgi Apparatus
9471,PRKG2,Q13237,Cytosol
9474,PRKG2,Q13237,Nuclear Membrane
9475,PRKG2,Q13237,Membrane
9477,PRKG2,Q13237,Plasma Membrane
9478,PRKG2,Q13237,Apical Plasma Membrane
9480,PRKX,P51817,Cytoplasm
9482,PRKX,P51817,Nucleus
9485,PRKX,P51817,Camp-Dependent Protein Kinase Complex
9486,PRKX,P51817,Nucleoplasm
9492,PRKY,O43930,Camp-Dependent Protein Kinase Complex
9494,PRPF4B,Q13523,Nucleus
9495,PRPF4B,Q13523,Nuclear Speck
9496,PRPF4B,Q13523,Chromosome
9497,PRPF4B,Q13523,Spliceosomal Complex
9501,PSKH1,P11801,Nucleoplasm
9502,PSKH1,P11801,Nucleus
9503,PSKH1,P11801,Endoplasmic Reticulum
9504,PSKH1,P11801,Membrane
9505,PSKH1,P11801,Golgi Apparatus
9506,PSKH1,P11801,Cytoplasm
9507,PSKH1,P11801,Cytoskeleton
9508,PSKH1,P11801,Plasma Membrane
9510,PSKH1,P11801,Endoplasmic Reticulum Membrane
9511,PSKH1,P11801,Nuclear Speck
9514,PSKH1,P11801,Microtubule Organizing Center
9518,PTK2,Q05397,Plasma Membrane
9519,PTK2,Q05397,Cytoplasm
9520,PTK2,Q05397,Stress Fiber
9521,PTK2,Q05397,Cytoskeleton
9522,PTK2,Q05397,Focal Adhesion
9524,PTK2,Q05397,Cytosol
9525,PTK2,Q05397,Nucleus
9527,PTK2,Q05397,Dendritic Spine
9571,PTK2,Q05397,Intracellular Membrane-Bounded Organelle
9574,PTK2,Q05397,Lamellipodium
9575,PTK2,Q05397,Apical Plasma Membrane
9582,PTK2,Q05397,Membrane
9585,PTK2,Q05397,Cell Junction
9587,PTK2,Q05397,Cell Cortex
9589,PTK2,Q05397,Microtubule Organizing Center
9593,PTK2B,Q14289,Postsynaptic Density
9594,PTK2B,Q14289,Apical Dendrite
9595,PTK2B,Q14289,Cell Body
9596,PTK2B,Q14289,Neuronal Cell Body
9597,PTK2B,Q14289,Growth Cone
9598,PTK2B,Q14289,Dendrite
9599,PTK2B,Q14289,Nmda Selective Glutamate Receptor Complex
9601,PTK2B,Q14289,Cytoplasm
9602,PTK2B,Q14289,Perinuclear Region Of Cytoplasm
9603,PTK2B,Q14289,Lamellipodium
9604,PTK2B,Q14289,Focal Adhesion
9605,PTK2B,Q14289,Nucleus
9606,PTK2B,Q14289,Dendritic Spine
9608,PTK2B,Q14289,Cytosol
9614,PTK2B,Q14289,Cell
9615,PTK2B,Q14289,Glutamatergic Synapse
9616,PTK2B,Q14289,Postsynapse
9619,PTK2B,Q14289,Membrane Raft
9623,PTK2B,Q14289,Cell Projection
9626,PTK2B,Q14289,Axon
9629,PTK2B,Q14289,Cell Cortex
9634,PTK2B,Q14289,Cell Junction
9636,PTK2B,Q14289,Membrane
9639,PTK2B,Q14289,Plasma Membrane
9647,PTK2B,Q14289,Cytoskeleton
9650,PTK6,Q13882,Cytoplasm
9651,PTK6,Q13882,Nucleus
9652,PTK6,Q13882,Ruffle
9653,PTK6,Q13882,Cytosol
9683,PTK6,Q13882,Nucleoplasm
9689,PTK6,Q13882,Nuclear Body
9690,PTK6,Q13882,Plasma Membrane
9694,PTK6,Q13882,Cell Projection
9696,PTK6,Q13882,Membrane
9703,PTK7,Q13308,Focal Adhesion
9704,PTK7,Q13308,Integral Component Of Plasma Membrane
9705,PTK7,Q13308,Cell-Cell Junction
9707,PTK7,Q13308,Membrane
9709,PTK7,Q13308,Plasma Membrane
9711,PTK7,Q13308,Integral Component Of Membrane
9712,PTK7,Q13308,Cell Junction
9716,PXK,Q7Z7A4,Plasma Membrane
9717,PXK,Q7Z7A4,Cytoplasm
9720,PXK,Q7Z7A4,Centriolar Satellite
9722,PXK,Q7Z7A4,Cytosol
9723,PXK,Q7Z7A4,Protein-Containing Complex
9727,PXK,Q7Z7A4,Membrane
9733,PXK,Q7Z7A4,Nucleus
9738,RAF1,P04049,Mitochondrion
9739,RAF1,P04049,Cytoplasm
9740,RAF1,P04049,Nucleus
9741,RAF1,P04049,Plasma Membrane
9742,RAF1,P04049,Membrane
9747,RAF1,P04049,Nuclear Speck
9748,RAF1,P04049,Cell
9751,RAF1,P04049,Pseudopodium
9752,RAF1,P04049,Cytosol
9754,RAF1,P04049,Mitochondrial Outer Membrane
9804,RAF1,P04049,Golgi Apparatus
9807,RET,P07949,Plasma Membrane
9808,RET,P07949,Plasma Membrane Protein Complex
9809,RET,P07949,Endosome Membrane
9810,RET,P07949,Integral Component Of Plasma Membrane
9812,RET,P07949,Receptor Complex
9813,RET,P07949,Axon
9840,RET,P07949,Membrane Raft
9841,RET,P07949,Neuronal Cell Body
9842,RET,P07949,Dendrite
9844,RET,P07949,Early Endosome
9845,RET,P07949,Membrane
9846,RET,P07949,Endosome
9848,RET,P07949,Integral Component Of Membrane
9853,RIOK1,Q9BRS2,Cytoplasm
9854,RIOK1,Q9BRS2,Cytosol
9855,RIOK1,Q9BRS2,Methyltransferase Complex
9856,RIOK1,Q9BRS2,Preribosome
9857,RIOK1,Q9BRS2,Small Subunit Precursor
9863,RIOK1,Q9BRS2,Nucleoplasm
9865,RIOK2,Q9BVS4,Cytoplasm
9867,RIOK2,Q9BVS4,Preribosome
9868,RIOK2,Q9BVS4,Small Subunit Precursor
9872,RIOK2,Q9BVS4,Cytosol
9873,RIOK2,Q9BVS4,Nucleus
9875,RIOK2,Q9BVS4,Nucleoplasm
9877,RIOK3,O14730,Preribosome
9878,RIOK3,O14730,Small Subunit Precursor
9883,RIOK3,O14730,Cytosol
9885,RIOK3,O14730,Cytoplasm
9888,RIPK1,Q13546,Protein-Containing Complex
9889,RIPK1,Q13546,Receptor Complex
9890,RIPK1,Q13546,Death-Inducing Signaling Complex
9891,RIPK1,Q13546,Mitochondrion
9892,RIPK1,Q13546,Ripoptosome
9893,RIPK1,Q13546,Endosome Membrane
9896,RIPK1,Q13546,Cytosol
9946,RIPK1,Q13546,Membrane Raft
9948,RIPK1,Q13546,Membrane
9949,RIPK1,Q13546,Plasma Membrane
9950,RIPK1,Q13546,Cytoplasm
9954,RIPK2,O43353,Cytoplasm
9957,RIPK2,O43353,Protein-Containing Complex
9961,RIPK2,O43353,Vesicle
9962,RIPK2,O43353,Cytoskeleton
9964,RIPK2,O43353,Cytosol
9965,RIPK2,O43353,Mitochondrion
9981,RIPK3,Q9Y572,Protein-Containing Complex
9982,RIPK3,Q9Y572,Cytosol
9994,RIPK3,Q9Y572,Mitochondrion
9995,RIPK3,Q9Y572,Plasma Membrane
9998,RIPK3,Q9Y572,Cytoplasm
10000,RIPK3,Q9Y572,Membrane
10002,RIPK4,P57078,Cytoplasm
10003,RIPK4,P57078,Membrane
10009,RNASEL,Q05823,Cytosol
